date,elec_pro,elec,operating reserve,rate,industry,people,核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1,核三#2,LK#1,LK#2,林口#3,TC#1,TC#2,台中#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,XD#1,XD#2,興達#3,興達#4,DL#1,DL#2,HP#1,HP#2,ML#1,ML#2,麥寮#3,汽電共生,大潭 (#1-#6),通霄 (#1-#6),興達 (#1-#5),南部 (#1-#4),大林(#5-#6),海湖 (#1-#2),GG #1,XT#1,XC#1,XY#1,CH#1,豐德(#1-#2),協和 (#1-#4),氣渦輪,離島,德基,青山,谷關,天輪,馬鞍,萬大,大觀,鉅工,大觀二,明潭,碧海,立霧,龍澗,卓蘭,xl,其他小水力,風力發電,sun,holiday
20210411,29471,26623,2848,10.7,324.545,214.858,0,0,94,98.7,0,94.2,76,76.1,0,0,47.2,43,46.6,48.5,48,47.7,48.3,0,47.9,42.3,33.3,35.6,46.1,75.7,76.2,46.4,56.4,42.1,51.2,0,49.1,351.2,319.1,167.4,77.1,93.1,0,48.4,0,0,0,0,51.5,13.9,0,11.1,0,0.9,1.7,2,0.8,0.3,2.5,0.9,33.8,68,0.5,0.7,1.1,4,0,15.3,1.2,0,2
20210412,34357,31152,3205,10.29,368.924,244.239,0,0,92.4,98.6,0,94,75.9,76,0,0,49.1,45.9,48.4,48.4,48.2,47.6,48.9,0,50.6,32.8,47.7,35.4,51.6,76.1,76.2,60.2,60,52,52.1,0,67.7,351.7,310.9,148.7,78.8,99,46.1,47.2,61.3,50.9,26.4,67.2,97,27.5,0,11.1,0,1.4,1.9,2,0.4,2.1,2.8,1,25,49.1,2,0.7,1.9,2.8,0,12.6,1.4,120.4,0
20210413,34818,31623,3195,10.1,383.92,254.167,0,0,92,98,0,94,75.8,76,0,0,49.2,45.9,51.3,52.8,52.9,52.4,53.2,0,51.8,33.3,33.4,52,51.6,76,76.2,60.1,60,45.7,52,0,75.2,367.7,362,141.1,89.5,98.7,45.3,47.6,60.2,50.5,26.3,73.8,96.1,37.3,0,11.1,0,1.3,0,0.2,0,2,2.6,1,14.6,39.9,0.5,0.7,0,2.8,0,12.94,15.4,80.5,0
20210414,33845,30610,3235,10.57,377.113,249.661,0,0,91.9,98.3,0,94.2,75.8,76.1,0,0,47.4,44.8,46.9,48.4,48.1,47.6,48.2,0,47.7,33,32.9,36,42.3,75.8,76,60.1,60,32.9,32.8,0,76.1,325,355.8,137,100.5,65.2,45.9,48.8,60.2,51.4,26.6,78.5,95.9,27.3,0,12.2,0,0,0.8,1.3,0.8,2.1,2.4,0.9,27.7,39.1,0.6,0.7,1.5,2.8,0,8.6,62.4,89.2,0
20210415,33900,30692,3208,10.45,376.225,249.073,0,0,91.7,98.4,0,94.2,75.9,76.2,0,0,48.2,40.1,47,48.4,48.1,47.5,48.5,0,47.7,44.4,37.7,46.2,39.5,75.9,76.2,60.2,60.1,31,41.7,0,81.2,318.2,356.5,145.9,89.5,61.6,45.9,48.2,60.2,51.1,26.4,88,95.6,27.3,0,11.6,0,0,1.2,1.5,0.4,1.9,2.6,1,29.2,33,0.6,0.7,1.3,2.7,0,8.93,41.9,108.2,0
20210416,33989,30669,3320,10.83,377.137,249.677,0,0,91.7,98.5,0,94.3,75.9,76.1,0,0,49.3,40.1,51.3,46.63,45.93,51.22,53.12,0,52.13,35.9,35.18,50.85,49.21,76,76.2,60.2,60,32.9,32.7,0,75.93,319.95,312.2,143.53,93.03,36,45.9,48.16,60.2,50.9,26.1,95.43,96.18,27.7,0,8.5,0,1.5,0.9,1.2,0.8,0.3,2.5,0.9,15.3,43,0.6,0.7,0,0,0,5.5,29.86,184.3,0
20210417,30434,27551,2883,10.46,348.774,230.899,0,0,91.5,98.4,0,94.4,75.9,76.2,0,0,48.1,40.2,50.2,52.4,51.7,51.9,52.9,0,49.4,33.1,33,49.3,49.4,75.9,21.7,60.2,60.1,40.7,42.4,0,61.7,318.5,323.1,134.7,77.3,35.9,44.8,0,60.2,49.7,0,66.7,49.1,13.8,0,11.8,0,1.4,1.9,1.9,0.8,0.3,2.5,0.9,30.7,53.6,0.5,0.7,0,4,0,14.5,63.8,4.4,2
20210418,28991,26128,2863,10.96,325.028,215.178,0,0,91.5,98.6,0,94.4,76,76.1,0,0,47.7,40.6,46.8,48.6,47.8,47.3,48.5,0,47.7,32.9,32.8,42.4,42.4,75.9,0,56.6,56.4,37.2,47.1,0,55.5,323.1,316.3,136.5,88.3,50,0,48.9,0,51.7,26.7,0,50.4,13.8,0,11.1,0,1.8,1.8,2,0.9,0.3,2.1,0.7,29.6,67.6,0.6,0.7,1.5,4,0,14.6,53,0,2
20210419,33851,30760,3091,10.05,366.573,242.683,0,0,91.4,98.5,0,94.4,76,76.1,0,0,52,41.2,50.6,53.2,52.6,52.2,40.4,0,49.8,41,38.5,51.9,50.4,75.7,0,60.2,60.1,52.2,52,0,86.3,340.4,370.3,148.7,90.9,99.1,45.9,48.2,60.2,51,26.2,67,101.3,13.8,0,11.6,0,1.4,1.2,1.7,0.5,2.2,3.4,1.3,35,69.6,0.8,0.7,1.5,4,0,19.9,35.7,2.8,0
20210420,34546,31332,3214,10.26,380.713,252.044,0,0,91.2,98.7,0,94.2,76.1,76.2,0,0,50.9,43.1,50.9,53.1,52.6,51.8,53.4,0,52.6,42.7,42.6,51.8,50,75.8,75.9,60.3,60.1,57,52.1,0,80,330,364.4,142.7,80,77.5,45.9,47.4,60.2,50.4,25.9,67.5,84.7,13.7,0,11.6,0,0.6,0,0.1,0,3.9,2.7,1,14.5,46.2,0.6,0.7,1.5,2.8,0,17.8,14.2,108.8,0
20210421,35186,31884,3302,10.36,386.69,256.001,0,0,91.1,98.6,0,94.2,75.9,76,0,0,49.4,45.2,49.7,51.7,50.2,50.2,51.5,0,52.5,41.8,41.4,51.6,51.9,76,76.2,60.3,60.1,41,52,0,77.6,337,348.3,147.1,83.3,89.7,45.4,46.5,60.2,50.3,25.8,66.7,96.7,36.2,0,8.5,0,0,1.6,1.8,0.4,2.1,3.3,1.3,14.4,49.7,0.8,0.7,1.6,2.6,0,17,42.5,116.1,0
20210422,36050,32765,3285,10.03,396.619,262.574,0,0,90.9,98.4,0,94.2,75.9,76.1,0,0,51.2,44.1,50.4,53.2,52.7,52,52.9,0,52.6,41.5,41.2,51.8,51.7,76,76.1,60.4,60.2,52.2,52,0,79.2,337.6,376.4,142.9,95.9,98.9,44.9,45.8,60.2,50.7,26,69,97.1,57.8,0,8.5,0,2.4,0.4,0.8,0.4,2.3,3.3,1.3,43.5,60.4,0.6,0.7,1.5,2.8,0,15.3,4.5,105,0
20210423,35469,32135,3334,10.38,391.396,259.117,0,0,90.6,98.4,0,94.3,75.9,76.1,0,0,52,46.2,50.3,53.3,51.8,52.2,53.2,0,52.1,33.3,33.4,51.9,52,76,75.9,60.3,60.2,42.1,52.1,0,73.7,334.5,367.1,138.9,94.5,96.1,45.9,47.5,60.2,50,25.7,66.6,88.5,27.6,0,11.9,0,1.2,1.8,2.2,1.1,2.2,3.4,1.3,14.8,41.5,0.5,1.1,1.5,2.3,0,9.8,61.6,130.5,0
20210424,31402,28413,2989,10.52,360.757,238.833,0,0,90.4,98.3,0,94.2,76,76.2,0,0,50.7,46.4,49.1,50.4,49.5,49.3,50.8,0,48.9,33.1,32.9,51.8,37.4,76,76.2,60.4,60.2,28,52,0,63.6,315.1,301,121.8,96,45,0,0,60.2,45.2,25.9,66.7,55,27.7,0,11.9,0,1,1.5,1.8,0.7,0.3,3.1,1.2,11,0,0.6,1.1,1.4,0,0,3.7,62.5,191.4,2
20210425,29452,26541,2911,10.97,333.494,220.783,0,0,90.4,98.5,0,94.4,76,76.2,0,0,47.4,46.8,46.5,48.4,48.1,47.3,48.8,0,47.7,42.9,43.5,47.2,47.2,76.1,76.2,55.8,55.7,28.1,52.2,0,63,327.9,307.2,140.7,96.1,37.8,0,39.2,0,0,0,0,89.2,27.9,0,12.1,0,0.6,1.9,2.2,0.8,0.4,3,1.2,43.9,64.2,3.1,0.9,2,4,0,13,7.5,0,2
20210426,34525,31328,3197,10.21,373.423,247.217,0,0,90.2,98.4,0,94.3,75.9,76.1,0,0,51.9,47.6,51.1,53.4,52.8,52.1,53.3,0,52.8,44.6,45.4,51.8,52,75.9,76,60.4,60.3,36.8,56.8,0,125.4,273.2,371.8,122.2,91.2,95,45.9,47.1,60.2,50.4,26.2,68.9,101.8,27.6,0,12.3,0,0.1,2,2.2,2.9,2.2,2.9,1.2,15,49.6,1.6,0.9,1.6,2.9,0,9.2,14.5,71.1,0
20210427,35241,31767,3474,10.94,385.759,255.384,0,0,90.1,98.4,0,94.3,75.9,76.1,0,0,51.6,47.7,48.3,53,52.8,52.2,53.4,0,52.7,48,47.1,51.8,52,76,76.1,60.3,60.1,47.2,57,0,124.7,309.5,374.9,124.4,99.8,37.2,45.9,47.2,60.2,51,26.7,68.9,89.3,27.5,0,12,0,0.9,0.3,0.2,0,0.2,2.8,1.1,11.1,33.9,0.5,0.9,1.5,0,0,3.4,8.2,165.8,0
20210428,34680,31511,3169,10.06,385.048,254.914,0,0,89.9,98.3,0,94.1,75.7,75.8,0,0,52.2,48.5,49.8,52.9,52.4,52.1,53,0,51.8,47.5,47.4,52.1,52.1,75.8,75.9,60.3,60.2,42.5,56.9,0,125,293.6,379.7,133.5,99.5,99,45.9,48.4,60.2,51.2,26.7,68.9,100,27.5,0,12.3,0,1.2,0.6,0.8,0.4,2.2,2.6,1,26.9,47.2,2.1,0.9,1.5,2.8,0,9.7,3.7,38.3,0
20210429,33519,30223,3296,10.91,375.604,248.662,0,0,89.7,98.3,0,94.2,75.6,75.8,0,0,47.6,47.9,46.7,48.2,48,47.9,49,0,47.6,43.3,42.7,47,47.3,75.9,76.1,60.3,60.1,41.4,56.9,0,121.7,310.3,367.1,131.6,90.3,66.6,39.5,39.1,60.2,45.2,26.6,66.5,97.7,27.5,0,12.3,0,0.6,0.6,1.2,0.5,2.6,0.7,0.2,14.7,30.8,0.6,0.9,1.5,2.8,0,7,8.1,52.4,0
20210430,31458,28400,3058,10.77,352.959,233.67,0,0,89.7,98.4,0,94.2,75.7,76,0,0,42.9,42.8,42.2,38.3,38.6,38.1,39.1,0,37.8,38.3,39.8,52,52,76,76.2,60.3,60.3,56.4,56.9,0,120.3,283.9,371,143.7,95,32.6,45.9,0,60.2,50.6,26.5,66.7,50.7,27.1,0,11.8,0,1.3,1.4,1.8,0.7,0.4,0.6,0.2,31,30.9,4,0.9,4,4,0,15.1,1.4,5.4,0
20210501,30174,27290,2884,10.57,311.066,204.108,0,0,89.4,98.3,0,94.3,75.7,75.9,0,0,52,43.5,50.8,48.2,48.1,47.7,48.2,0,47.8,43,42.7,51.8,50.6,75.9,76,0,55.6,57,56.8,0,66.6,304.9,374.1,163.2,102.7,44.5,43.6,0,60.2,0,26.4,0,50.5,27.1,0,11.4,0,1.4,1.5,1.8,0.4,0.4,1.5,0.5,46.8,16.3,3,1,2,4,0,12.4,2.3,0,2
20210502,30183,27208,2975,10.93,303.82,199.353,0,0,88.9,98,0,94.2,75.7,75.9,0,0,52,43.3,50.7,52.9,53,52.4,53,0,52.5,47.3,33.6,52.1,51,75.9,75.9,0,55.7,57,56.8,0,64.6,297,367.4,134.1,102.5,14.1,46.9,46.9,0,48.1,0,0,48.2,27,0,11.3,0,0.6,1.6,1.9,0.6,0.4,3.6,1.4,44,42.3,1.1,1,1.5,4,0,14,17.3,0,2
20210503,35000,31766,3234,10.18,349.687,229.45,0,0,89,98.1,0,94.1,75.6,76,0,0,51.4,47.7,51.1,53.1,52.9,51.9,53.1,0,52.5,43.7,43.5,51.9,52.1,76,76.2,60.4,60.2,57,56.9,0,134.9,332.5,371.3,154.7,95.9,44.8,46,47.1,60.2,50.9,26.2,85.1,99,30.1,0,11.3,0,0.8,1.9,1.5,0.7,2.3,3.1,1.2,25.4,48.7,2.1,1,1.5,2.9,0,9.2,4.7,42.8,0
20210504,36402,33042,3360,10.17,366.743,240.64,0,0,88.7,98.1,0,94,75.8,76.1,0,52,51.7,41.9,50.3,53.1,53.4,52.5,53.1,0,52.6,47.3,47.2,52,50.4,76,76,60.4,60.4,57,57,0,137.3,328.4,368.9,148.1,99,42.3,45.5,46,60.2,49.5,25.6,99.5,78.3,35.6,0,9.3,0,0,0,0,0,2.3,3.4,1.3,29,49.3,0.9,1,1.7,2.8,0,12.8,12.7,135.8,0
20210505,36254,32676,3578,10.95,363.493,238.508,0,0,88.5,97.9,0,94,75.7,75.8,0,36.6,36.3,46.7,37.4,38.5,48.3,35.1,35.8,0,37.9,46.8,46.9,51.1,49.5,75.9,76,60.3,60.2,57.1,56.9,0,139.3,325.3,358.7,146.6,90.5,27.4,63,39.2,60.1,44.5,26.1,66.5,89.2,27.6,0,12.7,0,0,2.8,2.5,0.8,0.4,3.1,1.2,29.4,25.8,0.5,0.8,1.6,0,0,8,27.5,241.6,0
20210506,36541,33076,3465,10.48,364.543,239.197,0,0,88.5,98,0,94.1,75.7,76,0,52.5,51.8,49.6,51.2,53.1,49.8,37.5,53.1,0,52.5,46.4,47.6,52.1,51.1,75.9,76.1,60.3,60.1,57,56.9,0,127.3,355.5,364.7,146,93.2,44.6,81.5,42.9,60.2,44.3,25.9,94.1,86.7,27.7,0,11.4,0,2.2,1.4,1.2,0,2.2,2.8,1.1,14.4,29.9,0.6,0.8,1.5,2.8,0,13.6,5.3,132.4,0
20210507,37704,34186,3518,10.29,375.86,246.623,0,0,88.2,97.9,0,94,76,76.1,0,49.8,48.6,49.1,48.5,50.9,52.6,49.7,39,0,50.4,45.3,47.6,52.1,51.7,75.8,76,60.3,60.1,57.1,56.8,0,122.5,326.5,362.9,144.7,96,44.8,91.3,45.6,60.2,49.7,25.9,73.6,94.2,29.9,0,9.3,0,2.1,1.9,1.4,0.9,0.4,2.9,1.1,16.6,31.2,0.6,0.8,1.5,0,0,10.4,13,276.6,0
20210508,33644,30339,3305,10.89,350.147,229.752,0,0,88.1,97.8,0,94,76,76.1,0,47.5,47.6,47.9,46.9,49.1,48.3,47.7,49.1,0,48.4,47.5,47.3,51.8,51,75.5,76,60.2,60.1,57,52,0,66.6,315,314.7,151.9,94.2,31.2,45.7,46.5,0,48.9,0,75.7,79.1,13.9,0,12.7,0,1.9,1.3,1,0.6,0.4,3.2,1.3,0,0,0.5,0.8,1.6,0,0,5,19,282.9,2
20210509,32192,29217,2975,10.18,331.233,217.341,0,0,88.1,98,0,94.2,75.9,76.1,0,51.6,51.9,49.5,51.1,53.1,52.1,51.6,53.4,0,52.5,47.3,47.3,51.8,50.7,76.1,76.1,56.6,56.3,56.9,56.9,0,59.2,317.6,363.4,168.4,100.1,29.5,0,47,0,50.1,26.2,12.4,99.3,13.3,0,13,0,2.3,1.5,1.9,0.6,0.4,2.8,1.1,28.9,63,0.5,0.8,1,4,0,14.2,0.8,0,2
20210510,38606,35087,3519,10.03,380.413,249.61,0,0,87.7,97.8,0,93.9,76,76.1,0,52,51.7,50.1,51,53.3,52.5,51.3,53.1,0,52.7,46,47.6,51.9,52.2,75.7,76,60.2,60.1,56.9,56.8,0,133,346,360.9,153.5,103.5,45.7,90.4,45.8,60.2,49.5,26,102.2,86.9,27.2,0,13,0,2.1,1.4,1.8,0.8,0.4,3,1.2,18.1,32.7,0.7,0.8,1.5,0,0,4.2,17.7,263.4,0
20210511,39604,35993,3611,10.03,394.226,258.674,0,0,87.1,97.3,0,93.9,76,76.1,0,45.6,51.7,49.8,51.1,53.3,52.2,51.1,53.1,0,52.6,47.8,47.5,52.1,45.2,74.9,76,60.2,60,56.9,56.9,0,137.1,368.6,365.3,168.5,107,44.8,90.1,44.7,60.2,49.3,25.8,68.9,86.6,43.3,0.1,13.8,0,0.7,0.8,1,0,0.4,2.8,1,16.8,83.9,0.5,0.8,1.5,0,0,3.8,31.3,289.6,0
20210512,40329,36660,3669,10.01,401.464,263.423,0,0,87.3,97.7,0,93.7,75.7,75.8,0,49.5,51.9,50.2,51,53.1,52.3,51.9,53.1,0,52.6,47.4,46.6,51.9,51.6,75.9,76.2,60.2,60.1,56.9,56.8,0,135.4,365.6,364.4,167.4,106.9,44.8,89.3,44.4,60.2,48.6,25.4,69.3,87.5,42,29.2,14.3,0,0,0,0.9,0.8,0.4,2.9,1.1,38.7,87,0.5,0.8,1.2,0,0,3.5,27.6,293,0
20210513,40387,36705,3682,10.03,392.892,257.799,0,0,87,97.7,0,93.5,76.5,76.7,0,51,52.1,49.7,51.9,54.3,52.9,52.8,54.4,0,52.7,47,47.4,52.5,52.1,76.1,76,60.2,60,57.1,56.9,0,141.1,403.6,368.2,163.6,107.2,44.8,89.1,44.6,60.2,48.5,25.6,86.5,84.5,44.2,33.7,14.3,0,1.6,1.2,1.3,0.6,0.4,4,1.5,13.1,38,0.7,0.8,1.5,0,0,4.7,10.2,312.7,0
20210514,40397,37053,3344,9.02,405.55,266.104,0,0,86.6,97.4,0,93.5,76.6,76.6,0,51.8,51.9,49.5,52,54.5,53,53.1,54.3,0,52.7,48.4,47.5,52.9,52.8,75.9,76.2,59.9,60.1,57.1,56.9,0,136.5,394.9,368.6,167.1,107.3,45.3,89.7,44.9,64.5,49.1,25.8,90.3,84.6,44.2,37.1,14.3,0,1.7,1,1.3,0,0.4,3,1.2,16.8,106.6,0.6,0.8,1,0.9,0,3,8.8,283.4,0
20210515,37464,33957,3507,10.33,384.373,252.209,0,0,86.6,78,0,93.4,75.5,75.6,0,52.1,51.9,52,51.6,53.6,52.1,51.9,53.3,0,52.6,47.4,47.3,49,52.3,75.8,76.1,59.9,59.8,57,56.9,0,119.1,388.9,362.4,159.4,107.3,44.8,45,44.8,60.2,0,0,98.5,38.9,31.8,0,14.3,0,1.4,1.5,2,0.6,0.4,3.5,1.3,21.1,36.4,0.6,0.8,1.1,0,0,4.3,23.8,289.5,2
20210516,35742,32436,3306,10.19,366.128,240.238,0,0,86.6,97.7,0,94.3,75.8,76,0,46.9,51.6,52.2,51.1,53.5,52.5,52,52.8,0,51.9,47.4,47.5,52.5,51.7,74.9,75.9,58.6,56.1,56.9,56.8,0.8,110.7,386.8,365.9,150.8,106.8,44.8,45.3,45.5,60.2,49.4,25.8,66.7,97.7,13.6,0,21.1,0,2.5,1.2,1.5,0.5,0,3.3,1.3,33.5,83,0.6,0.8,2,2.8,0,13.7,10.6,0.1,2
20210517,38879,37442,1437,3.84,402.307,263.977,0,0,86.3,97.6,0,93.5,76.5,76.8,0,51.1,52.4,51.6,51.2,53.8,53.2,52.6,53.8,0,52.6,0,47.8,52.2,51.9,75.8,75.9,60,60,57,56.8,0,134.6,388.5,367,166.6,107.1,44.8,89.5,44.6,64.7,48.3,25.4,74.7,86.1,43.9,37,14.7,0,3.8,1.6,2.1,0.6,1.6,5.9,1.5,86.1,144.6,4.4,0.8,3,0,0,4.4,21.2,262.7,0
20210518,40383,37288,3095,8.3,409.708,268.833,0,0,86.1,97.4,0,93.5,75.8,75.9,0,51.9,51.7,51.5,51,53.3,52.5,52.4,53.1,0,52.6,47.6,47.5,52.3,52.1,76,76.1,60.2,60.1,57.1,56.8,54.6,143.6,383.4,367.3,167.3,107.3,44.8,89.9,46.2,64.7,48.3,25.5,86.5,76,44.1,37.1,14.7,0,1.8,0.7,1,0.8,0,1.7,0.7,27.2,52,0,0.8,1.1,0,0,5.1,20,302,0
20210519,40454,37574,2880,7.66,411.48,269.996,0,0,85.8,97.3,0,93.7,75.8,75.5,0,52.4,51.7,51.8,51.5,53.4,52.6,51.9,53.1,0,52.7,47.5,47.4,52,52.5,76,76.2,60.2,60.1,57.1,56.8,57.7,140.3,395.5,368.5,166.4,107.2,44.8,89.3,45.3,64.7,48.1,25.3,97.4,67.9,45.2,37.7,14.4,0,1,0.9,1.3,0.8,0,1.9,0.7,32.5,53.7,1.6,0.9,0.9,0,0,4.9,18.9,311.7,0
20210520,40017,37447,2570,6.86,410.712,269.492,0,0,85.6,97.3,18.4,93.7,75.6,76.2,25.8,50.4,51.8,52,50.9,53.5,52.4,52.4,53.1,0,52.6,47.4,47.5,51.9,52.3,75.9,76.1,60.4,60.1,57.1,56.7,44.9,140.1,391.4,368,168.3,107,44.8,89.7,44.2,64.6,48.1,25.2,96.2,82.9,44.3,37,14.5,0,1.5,1,0.7,1,0,2.8,1.1,32.5,61.7,0.6,0.7,0,0,0,5.5,35.2,232.6,0
20210521,40561,37679,2882,7.65,412.346,270.563,0,0,85.5,97.2,62.9,93.9,75.4,75.6,66.3,48.9,51.9,51.4,51.3,53.5,52,52.3,53,0,52.5,46.9,47.5,52.1,51.9,75.5,75.9,60.3,60,57.1,56.7,34.1,128.7,370.7,367.3,166.9,79.3,44.8,89.6,44.4,64.7,48.2,25.3,98.4,85.4,43.4,37.4,14.5,0,2.2,1.4,2,0.8,0,2.9,1.2,11.5,28.2,1.9,0.7,2.3,0,0,4.7,35.5,298.8,0
20210522,37526,33873,3653,10.78,384.131,252.05,0,0,85.2,97.2,94.4,94.1,75.5,75.7,74.7,49.6,51.3,47.7,46.7,48.5,0,46.9,48.3,4.2,47.6,24.6,47.4,51.8,52,75.9,76,60,60,57.1,56.7,57.6,118.7,317.7,360.1,131.2,72.1,24.4,86.8,38.2,59.7,48.3,25.5,72.5,44.8,13.4,0,14.5,0,0.6,1.5,1.9,0.5,0,2.6,1,14.5,29.8,0.5,0.7,1.1,0,0,3.9,24.5,232.3,2
20210523,34358,32114,2244,6.99,364.174,238.955,0,0,85,97.2,94.8,94.4,75.5,75.9,74.7,50.9,52.5,50.7,51.9,53.2,0,51.9,52.8,24.3,52.5,46.9,47.4,52,52.3,0,75.9,57.5,57.3,57,56.9,0,106.2,391.5,356.8,155.7,81.1,44.7,89.6,45.8,0,48.8,25.4,0,90.1,43.2,9.6,14.5,0,1.8,1.3,1.9,0.7,0.3,3.4,1.2,30.5,75.9,0.5,0.7,1,4,0,10.2,2.1,0.1,2
20210524,40178,37893,2285,6.03,404.825,265.628,0,0,84.7,97,94,93.6,75.7,75.7,75.9,51.3,51.9,52.3,51,53.1,0.2,52.5,52.9,0,51.8,47.6,47.5,52.1,52,75.7,76,60.3,60,57.1,56.9,56.2,121.2,387.1,365.5,156.8,82.7,44.8,89.6,44.6,64.8,47.8,25.2,68.9,87.3,44,37.3,14.5,0,0.3,0,1.9,0,0.3,3.7,1.3,33.3,47.9,0.6,0.7,0,0,0,4.9,23.6,307.2,0
20210525,40090,37293,2797,7.5,403.022,264.445,0,0,84.7,97.2,94,93.8,75.6,75.9,76.1,50.4,52.4,51.8,51.3,53.5,0,52,53.1,0,52.7,48,47.5,52.3,50.3,76.1,76.1,60,60.1,57,56.8,57.7,129.6,373.6,364.5,160.2,82.4,44.8,90.2,45.5,59.7,49,25.2,80.1,88.6,43.7,0,14.5,0,0.6,0.6,0.1,0,0.4,2.9,1.1,29.2,53.7,3,0.7,2,0,0,5.3,23.7,266,0
20210526,39511,37123,2388,6.43,405.66,266.176,0,0,84.6,97.2,94,93.7,75.5,75.7,75.5,51.4,52.1,51.3,51.1,53.3,0,52.1,53.1,0,52.6,47.8,47.5,51.9,52.1,75.8,76.2,60.1,60.2,57,56.7,57.6,90.5,387.7,358.7,166.8,83.5,44.8,89.5,45,59.7,49.1,25.5,83.2,88.3,44,32.3,14.5,0,0.6,0.9,0.8,0,0.3,0.9,0.1,29.1,33.5,0.5,0.7,0,0,0,5.3,22.3,262.5,0
20210527,40545,38022,2523,6.64,413.946,271.613,0,0,84.4,97.2,94.8,94.3,75.4,75.8,75.9,51.4,52.4,51.8,51.3,53.5,0,52.1,53,31.1,52.6,47.5,47.5,52.1,51.9,75.9,76,60.4,60.1,57,56.7,57.7,102.3,394,360.8,176.5,83.2,44.8,89.5,44.6,59.7,48.2,25.2,94.8,89.1,43.9,12.7,14.3,0,0.1,1.6,2.1,0.6,0.4,2.4,0.9,15.4,41.5,0.5,0.7,1.9,0,0,4,42,286,0
20210528,40727,38401,2326,6.06,415.176,272.421,0,0,84.1,97.1,94.9,94.2,75.2,75.7,75.9,49.2,51.9,51.6,50.9,53,0,52,52.9,52,52.2,47.4,47.5,51.9,50.8,76.1,75.9,60.1,60.1,57.1,56.8,57.7,109.2,387.2,361.1,173.7,82.2,44.8,89.7,41.5,57.3,47.6,24.9,68.9,91.6,44.1,37.5,14.3,0,0.7,0.7,1.3,0,0.3,3.1,1.2,17.4,69.4,0.6,0.7,1,0,0,7.7,53.8,267.8,0
20210529,36478,31488,4990,15.85,371.808,243.964,0,0,84.3,97.4,94.7,94,75.4,75.8,76,38.2,37.6,42.8,41.5,43.7,0,42.6,43.4,42.3,42.8,28.6,47.6,51.9,51.5,75.7,66.7,60.4,60.2,57,56.8,57.6,134.9,325.9,323.5,131.6,70.5,23,39.5,0,59.7,44.7,25.2,77.6,44.1,13.6,0,14.4,0,1,1.8,2.2,0.9,0.3,2.9,1.1,13.7,31.3,0.5,0.7,0,0,0,8.4,37.8,101.4,2
20210530,32170,28566,3604,12.62,332.559,218.211,0,0,84.2,97.6,95.3,94.6,75.3,75.8,76,33.8,32.8,34.1,32.8,33.9,0,32.8,34.5,33.3,33,47.9,47.7,51.9,52.2,75.9,66.8,56.2,56.5,57,56.8,55.4,127.8,337.3,324.9,135.7,71.8,14.1,39.5,0,0,0,26,15.9,40.7,13.5,0,14.3,0,0,0,1.4,0,0.4,0.4,0.1,29.1,81.4,0.5,0.7,7,8,0,8.6,3.6,0,2
20210531,37716,33639,4077,12.12,365.158,239.601,0,0,84,97.6,95.1,94.4,75.8,76.1,76.1,43.7,44.9,43,41.7,43.7,0,42.4,43.8,42.3,47,47.9,47.6,51.9,52.2,75.9,67.7,60.4,60.3,57,56.7,57.3,145.1,330.9,318.6,125.4,71.1,21.3,89.1,47.5,55.5,46.8,26,80.2,96.4,44.1,0,14.4,0,0,0,4.5,6.7,0.5,0.8,0.3,15.1,45.8,5.8,2.6,9.7,8,0,11.5,3.5,64.9,0
